town,county,office,district,party,candidate,winner,votes
Albany,Carroll,Executive Council,1,D,Beth Funicella,False,0
Alexandria,Grafton,Executive Council,1,D,Beth Funicella,False,0
Alton,Belknap,Executive Council,1,D,Beth Funicella,False,1
Andover,Merrimack,Executive Council,1,D,Beth Funicella,False,2
Ashland,Grafton,Executive Council,1,D,Beth Funicella,False,0
At. & Gil. Academy Grant,Coos,Executive Council,1,D,Beth Funicella,False,0
Bartlett,Carroll,Executive Council,1,D,Beth Funicella,False,0
Bath,Grafton,Executive Council,1,D,Beth Funicella,False,0
Bean's Grant,Coos,Executive Council,1,D,Beth Funicella,False,0
Bean's Purchase,Coos,Executive Council,1,D,Beth Funicella,False,0
Benton,Grafton,Executive Council,1,D,Beth Funicella,False,0
Berlin,Coos,Executive Council,1,D,Beth Funicella,False,1
Bethlehem,Grafton,Executive Council,1,D,Beth Funicella,False,0
Bridgewater,Grafton,Executive Council,1,D,Beth Funicella,False,0
Bristol,Grafton,Executive Council,1,D,Beth Funicella,False,0
Brookfield,Carroll,Executive Council,1,D,Beth Funicella,False,1
Cambridge,Coos,Executive Council,1,D,Beth Funicella,False,0
Campton,Grafton,Executive Council,1,D,Beth Funicella,False,0
Canaan,Grafton,Executive Council,1,D,Beth Funicella,False,0
Carroll,Coos,Executive Council,1,D,Beth Funicella,False,0
Center Harbor,Belknap,Executive Council,1,D,Beth Funicella,False,0
Chandler's Purchase,Coos,Executive Council,1,D,Beth Funicella,False,0
Chatham,Carroll,Executive Council,1,D,Beth Funicella,False,0
Claremont,Sullivan,Executive Council,1,D,Beth Funicella,False,1
Clarksville,Coos,Executive Council,1,D,Beth Funicella,False,0
Colebrook,Coos,Executive Council,1,D,Beth Funicella,False,0
Columbia,Coos,Executive Council,1,D,Beth Funicella,False,1
Conway,Carroll,Executive Council,1,D,Beth Funicella,False,0
Cornish,Sullivan,Executive Council,1,D,Beth Funicella,False,0
Crawford's Purchase,Coos,Executive Council,1,D,Beth Funicella,False,0
Croydon,Sullivan,Executive Council,1,D,Beth Funicella,False,0
Cutt's Grant,Coos,Executive Council,1,D,Beth Funicella,False,0
Dalton,Coos,Executive Council,1,D,Beth Funicella,False,1
Danbury,Merrimack,Executive Council,1,D,Beth Funicella,False,0
Dix's Grant,Coos,Executive Council,1,D,Beth Funicella,False,0
Dixville,Coos,Executive Council,1,D,Beth Funicella,False,0
Dorchester,Grafton,Executive Council,1,D,Beth Funicella,False,0
Dummer,Coos,Executive Council,1,D,Beth Funicella,False,0
Easton,Grafton,Executive Council,1,D,Beth Funicella,False,0
Eaton,Carroll,Executive Council,1,D,Beth Funicella,False,0
Effingham,Carroll,Executive Council,1,D,Beth Funicella,False,1
Ellsworth,Grafton,Executive Council,1,D,Beth Funicella,False,0
Enfield,Grafton,Executive Council,1,D,Beth Funicella,False,0
Errol,Coos,Executive Council,1,D,Beth Funicella,False,0
Erving's Location,Coos,Executive Council,1,D,Beth Funicella,False,0
Franconia,Grafton,Executive Council,1,D,Beth Funicella,False,0
Freedom,Carroll,Executive Council,1,D,Beth Funicella,False,0
Gilford,Belknap,Executive Council,1,D,Beth Funicella,False,2
Gorham,Coos,Executive Council,1,D,Beth Funicella,False,0
Grafton,Grafton,Executive Council,1,D,Beth Funicella,False,0
Grantham,Sullivan,Executive Council,1,D,Beth Funicella,False,0
Green's Grant,Coos,Executive Council,1,D,Beth Funicella,False,0
Groton,Grafton,Executive Council,1,D,Beth Funicella,False,0
Hadley's Purchase,Coos,Executive Council,1,D,Beth Funicella,False,0
Hale's Location,Carroll,Executive Council,1,D,Beth Funicella,False,0
Hanover,Grafton,Executive Council,1,D,Beth Funicella,False,0
Hart's Location,Carroll,Executive Council,1,D,Beth Funicella,False,0
Haverhill,Grafton,Executive Council,1,D,Beth Funicella,False,1
Hebron,Grafton,Executive Council,1,D,Beth Funicella,False,0
Hill,Merrimack,Executive Council,1,D,Beth Funicella,False,0
Holderness,Grafton,Executive Council,1,D,Beth Funicella,False,0
Jackson,Carroll,Executive Council,1,D,Beth Funicella,False,0
Jefferson,Coos,Executive Council,1,D,Beth Funicella,False,0
Kilkenny,Coos,Executive Council,1,D,Beth Funicella,False,0
Laconia,Belknap,Executive Council,1,D,Beth Funicella,False,1
Lancaster,Coos,Executive Council,1,D,Beth Funicella,False,0
Landaff,Grafton,Executive Council,1,D,Beth Funicella,False,0
Lebanon,Grafton,Executive Council,1,D,Beth Funicella,False,1
Lincoln,Grafton,Executive Council,1,D,Beth Funicella,False,0
Lisbon,Grafton,Executive Council,1,D,Beth Funicella,False,0
Littleton,Grafton,Executive Council,1,D,Beth Funicella,False,0
Livermore,Grafton,Executive Council,1,D,Beth Funicella,False,0
Low & Burbank's Grant,Coos,Executive Council,1,D,Beth Funicella,False,0
Lyman,Grafton,Executive Council,1,D,Beth Funicella,False,0
Lyme,Grafton,Executive Council,1,D,Beth Funicella,False,1
Madison,Carroll,Executive Council,1,D,Beth Funicella,False,1
Martin's Location,Coos,Executive Council,1,D,Beth Funicella,False,0
Meredith,Belknap,Executive Council,1,D,Beth Funicella,False,0
Middleton,Strafford,Executive Council,1,D,Beth Funicella,False,0
Milan,Coos,Executive Council,1,D,Beth Funicella,False,1
Millsfield,Coos,Executive Council,1,D,Beth Funicella,False,0
Milton,Strafford,Executive Council,1,D,Beth Funicella,False,1
Monroe,Grafton,Executive Council,1,D,Beth Funicella,False,0
Moultonborough,Carroll,Executive Council,1,D,Beth Funicella,False,0
New Durham,Strafford,Executive Council,1,D,Beth Funicella,False,0
New Hampton,Belknap,Executive Council,1,D,Beth Funicella,False,1
New London,Merrimack,Executive Council,1,D,Beth Funicella,False,1
Newport,Sullivan,Executive Council,1,D,Beth Funicella,False,0
Northumberland,Coos,Executive Council,1,D,Beth Funicella,False,5
Odell,Coos,Executive Council,1,D,Beth Funicella,False,0
Orange,Grafton,Executive Council,1,D,Beth Funicella,False,0
Orford,Grafton,Executive Council,1,D,Beth Funicella,False,0
Ossipee,Carroll,Executive Council,1,D,Beth Funicella,False,0
Piermont,Grafton,Executive Council,1,D,Beth Funicella,False,0
Pinkham's Grant,Coos,Executive Council,1,D,Beth Funicella,False,0
Pittsburg,Coos,Executive Council,1,D,Beth Funicella,False,0
Plainfield,Sullivan,Executive Council,1,D,Beth Funicella,False,0
Plymouth,Grafton,Executive Council,1,D,Beth Funicella,False,0
Randolph,Coos,Executive Council,1,D,Beth Funicella,False,0
Rumney,Grafton,Executive Council,1,D,Beth Funicella,False,0
Sanbornton,Belknap,Executive Council,1,D,Beth Funicella,False,0
Sandwich,Carroll,Executive Council,1,D,Beth Funicella,False,0
Sargent's Purchase,Coos,Executive Council,1,D,Beth Funicella,False,0
Second College Grant,Coos,Executive Council,1,D,Beth Funicella,False,0
Shelburne,Coos,Executive Council,1,D,Beth Funicella,False,0
Springfield,Sullivan,Executive Council,1,D,Beth Funicella,False,0
Stark,Coos,Executive Council,1,D,Beth Funicella,False,0
Stewartstown,Coos,Executive Council,1,D,Beth Funicella,False,0
Stratford,Coos,Executive Council,1,D,Beth Funicella,False,0
Success,Coos,Executive Council,1,D,Beth Funicella,False,0
Sugar Hill,Grafton,Executive Council,1,D,Beth Funicella,False,0
Sunapee,Sullivan,Executive Council,1,D,Beth Funicella,False,0
Tamworth,Carroll,Executive Council,1,D,Beth Funicella,False,1
Thompson & Meserve's Pur.,Coos,Executive Council,1,D,Beth Funicella,False,0
Thornton,Grafton,Executive Council,1,D,Beth Funicella,False,0
Tilton,Belknap,Executive Council,1,D,Beth Funicella,False,0
Tuftonboro,Carroll,Executive Council,1,D,Beth Funicella,False,0
Wakefield,Carroll,Executive Council,1,D,Beth Funicella,False,2
Warren,Grafton,Executive Council,1,D,Beth Funicella,False,0
Waterville Valley,Grafton,Executive Council,1,D,Beth Funicella,False,0
Wentworth,Grafton,Executive Council,1,D,Beth Funicella,False,1
Wentworth's Location,Coos,Executive Council,1,D,Beth Funicella,False,0
Whitefield,Coos,Executive Council,1,D,Beth Funicella,False,0
Wilmot,Merrimack,Executive Council,1,D,Beth Funicella,False,0
Wolfeboro,Carroll,Executive Council,1,D,Beth Funicella,False,0
Woodstock,Grafton,Executive Council,1,D,Beth Funicella,False,0
Albany,Carroll,Executive Council,1,R,Jerry Thibodeau,False,2
Alexandria,Grafton,Executive Council,1,R,Jerry Thibodeau,False,68
Alton,Belknap,Executive Council,1,R,Jerry Thibodeau,False,283
Andover,Merrimack,Executive Council,1,R,Jerry Thibodeau,False,87
Ashland,Grafton,Executive Council,1,R,Jerry Thibodeau,False,65
At. & Gil. Academy Grant,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Bartlett,Carroll,Executive Council,1,R,Jerry Thibodeau,False,45
Bath,Grafton,Executive Council,1,R,Jerry Thibodeau,False,17
Bean's Grant,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Bean's Purchase,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Benton,Grafton,Executive Council,1,R,Jerry Thibodeau,False,4
Berlin,Coos,Executive Council,1,R,Jerry Thibodeau,False,85
Bethlehem,Grafton,Executive Council,1,R,Jerry Thibodeau,False,45
Bridgewater,Grafton,Executive Council,1,R,Jerry Thibodeau,False,34
Bristol,Grafton,Executive Council,1,R,Jerry Thibodeau,False,90
Brookfield,Carroll,Executive Council,1,R,Jerry Thibodeau,False,41
Cambridge,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Campton,Grafton,Executive Council,1,R,Jerry Thibodeau,False,108
Canaan,Grafton,Executive Council,1,R,Jerry Thibodeau,False,85
Carroll,Coos,Executive Council,1,R,Jerry Thibodeau,False,25
Center Harbor,Belknap,Executive Council,1,R,Jerry Thibodeau,False,40
Chandler's Purchase,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Chatham,Carroll,Executive Council,1,R,Jerry Thibodeau,False,7
Claremont,Sullivan,Executive Council,1,R,Jerry Thibodeau,False,230
Clarksville,Coos,Executive Council,1,R,Jerry Thibodeau,False,7
Colebrook,Coos,Executive Council,1,R,Jerry Thibodeau,False,46
Columbia,Coos,Executive Council,1,R,Jerry Thibodeau,False,16
Conway,Carroll,Executive Council,1,R,Jerry Thibodeau,False,173
Cornish,Sullivan,Executive Council,1,R,Jerry Thibodeau,False,38
Crawford's Purchase,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Croydon,Sullivan,Executive Council,1,R,Jerry Thibodeau,False,37
Cutt's Grant,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Dalton,Coos,Executive Council,1,R,Jerry Thibodeau,False,19
Danbury,Merrimack,Executive Council,1,R,Jerry Thibodeau,False,45
Dix's Grant,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Dixville,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Dorchester,Grafton,Executive Council,1,R,Jerry Thibodeau,False,13
Dummer,Coos,Executive Council,1,R,Jerry Thibodeau,False,3
Easton,Grafton,Executive Council,1,R,Jerry Thibodeau,False,10
Eaton,Carroll,Executive Council,1,R,Jerry Thibodeau,False,16
Effingham,Carroll,Executive Council,1,R,Jerry Thibodeau,False,33
Ellsworth,Grafton,Executive Council,1,R,Jerry Thibodeau,False,5
Enfield,Grafton,Executive Council,1,R,Jerry Thibodeau,False,77
Errol,Coos,Executive Council,1,R,Jerry Thibodeau,False,6
Erving's Location,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Franconia,Grafton,Executive Council,1,R,Jerry Thibodeau,False,54
Freedom,Carroll,Executive Council,1,R,Jerry Thibodeau,False,45
Gilford,Belknap,Executive Council,1,R,Jerry Thibodeau,False,289
Gorham,Coos,Executive Council,1,R,Jerry Thibodeau,False,24
Grafton,Grafton,Executive Council,1,R,Jerry Thibodeau,False,57
Grantham,Sullivan,Executive Council,1,R,Jerry Thibodeau,False,97
Green's Grant,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Groton,Grafton,Executive Council,1,R,Jerry Thibodeau,False,15
Hadley's Purchase,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Hale's Location,Carroll,Executive Council,1,R,Jerry Thibodeau,False,27
Hanover,Grafton,Executive Council,1,R,Jerry Thibodeau,False,58
Hart's Location,Carroll,Executive Council,1,R,Jerry Thibodeau,False,1
Haverhill,Grafton,Executive Council,1,R,Jerry Thibodeau,False,69
Hebron,Grafton,Executive Council,1,R,Jerry Thibodeau,False,35
Hill,Merrimack,Executive Council,1,R,Jerry Thibodeau,False,41
Holderness,Grafton,Executive Council,1,R,Jerry Thibodeau,False,78
Jackson,Carroll,Executive Council,1,R,Jerry Thibodeau,False,20
Jefferson,Coos,Executive Council,1,R,Jerry Thibodeau,False,33
Kilkenny,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Laconia,Belknap,Executive Council,1,R,Jerry Thibodeau,False,467
Lancaster,Coos,Executive Council,1,R,Jerry Thibodeau,False,57
Landaff,Grafton,Executive Council,1,R,Jerry Thibodeau,False,10
Lebanon,Grafton,Executive Council,1,R,Jerry Thibodeau,False,189
Lincoln,Grafton,Executive Council,1,R,Jerry Thibodeau,False,25
Lisbon,Grafton,Executive Council,1,R,Jerry Thibodeau,False,22
Littleton,Grafton,Executive Council,1,R,Jerry Thibodeau,False,146
Livermore,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Low & Burbank's Grant,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Lyman,Grafton,Executive Council,1,R,Jerry Thibodeau,False,14
Lyme,Grafton,Executive Council,1,R,Jerry Thibodeau,False,22
Madison,Carroll,Executive Council,1,R,Jerry Thibodeau,False,63
Martin's Location,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Meredith,Belknap,Executive Council,1,R,Jerry Thibodeau,False,182
Middleton,Strafford,Executive Council,1,R,Jerry Thibodeau,False,60
Milan,Coos,Executive Council,1,R,Jerry Thibodeau,False,19
Millsfield,Coos,Executive Council,1,R,Jerry Thibodeau,False,1
Milton,Strafford,Executive Council,1,R,Jerry Thibodeau,False,103
Monroe,Grafton,Executive Council,1,R,Jerry Thibodeau,False,18
Moultonborough,Carroll,Executive Council,1,R,Jerry Thibodeau,False,217
New Durham,Strafford,Executive Council,1,R,Jerry Thibodeau,False,101
New Hampton,Belknap,Executive Council,1,R,Jerry Thibodeau,False,84
New London,Merrimack,Executive Council,1,R,Jerry Thibodeau,False,140
Newport,Sullivan,Executive Council,1,R,Jerry Thibodeau,False,170
Northumberland,Coos,Executive Council,1,R,Jerry Thibodeau,False,37
Odell,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Orange,Grafton,Executive Council,1,R,Jerry Thibodeau,False,17
Orford,Grafton,Executive Council,1,R,Jerry Thibodeau,False,22
Ossipee,Carroll,Executive Council,1,R,Jerry Thibodeau,False,102
Piermont,Grafton,Executive Council,1,R,Jerry Thibodeau,False,12
Pinkham's Grant,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Pittsburg,Coos,Executive Council,1,R,Jerry Thibodeau,False,28
Plainfield,Sullivan,Executive Council,1,R,Jerry Thibodeau,False,39
