town,county,office,district,party,candidate,winner,votes
Acworth,Sullivan,Governor,,D,Jackie Cilley,False,34
Albany,Carroll,Governor,,D,Jackie Cilley,False,20
Alexandria,Grafton,Governor,,D,Jackie Cilley,False,40
Allenstown,Merrimack,Governor,,D,Jackie Cilley,False,83
Alstead,Cheshire,Governor,,D,Jackie Cilley,False,119
Alton,Belknap,Governor,,D,Jackie Cilley,False,76
Amherst,Hillsborough,Governor,,D,Jackie Cilley,False,204
Andover,Merrimack,Governor,,D,Jackie Cilley,False,127
Antrim,Hillsborough,Governor,,D,Jackie Cilley,False,105
Ashland,Grafton,Governor,,D,Jackie Cilley,False,48
At. & Gil. Academy Grant,Coos,Governor,,D,Jackie Cilley,False,0
Atkinson,Rockingham,Governor,,D,Jackie Cilley,False,58
Auburn,Rockingham,Governor,,D,Jackie Cilley,False,73
Barnstead,Belknap,Governor,,D,Jackie Cilley,False,138
Barrington,Strafford,Governor,,D,Jackie Cilley,False,512
Bartlett,Carroll,Governor,,D,Jackie Cilley,False,113
Bath,Grafton,Governor,,D,Jackie Cilley,False,38
Bean's Grant,Coos,Governor,,D,Jackie Cilley,False,0
Bean's Purchase,Coos,Governor,,D,Jackie Cilley,False,0
Bedford,Hillsborough,Governor,,D,Jackie Cilley,False,210
Belmont,Belknap,Governor,,D,Jackie Cilley,False,153
Bennington,Hillsborough,Governor,,D,Jackie Cilley,False,42
Benton,Grafton,Governor,,D,Jackie Cilley,False,1
Berlin,Coos,Governor,,D,Jackie Cilley,False,546
Bethlehem,Grafton,Governor,,D,Jackie Cilley,False,53
Boscawen,Merrimack,Governor,,D,Jackie Cilley,False,112
Bow,Merrimack,Governor,,D,Jackie Cilley,False,389
Bradford,Merrimack,Governor,,D,Jackie Cilley,False,76
Brentwood,Rockingham,Governor,,D,Jackie Cilley,False,62
Bridgewater,Grafton,Governor,,D,Jackie Cilley,False,33
Bristol,Grafton,Governor,,D,Jackie Cilley,False,52
Brookfield,Carroll,Governor,,D,Jackie Cilley,False,22
Brookline,Hillsborough,Governor,,D,Jackie Cilley,False,76
Cambridge,Coos,Governor,,D,Jackie Cilley,False,0
Campton,Grafton,Governor,,D,Jackie Cilley,False,82
Canaan,Grafton,Governor,,D,Jackie Cilley,False,124
Candia,Rockingham,Governor,,D,Jackie Cilley,False,80
Canterbury,Merrimack,Governor,,D,Jackie Cilley,False,210
Carroll,Coos,Governor,,D,Jackie Cilley,False,17
Center Harbor,Belknap,Governor,,D,Jackie Cilley,False,36
Chandler's Purchase,Coos,Governor,,D,Jackie Cilley,False,0
Charlestown,Sullivan,Governor,,D,Jackie Cilley,False,106
Chatham,Carroll,Governor,,D,Jackie Cilley,False,10
Chester,Rockingham,Governor,,D,Jackie Cilley,False,52
Chesterfield,Cheshire,Governor,,D,Jackie Cilley,False,149
Chichester,Merrimack,Governor,,D,Jackie Cilley,False,85
Claremont,Sullivan,Governor,,D,Jackie Cilley,False,271
Clarksville,Coos,Governor,,D,Jackie Cilley,False,5
Colebrook,Coos,Governor,,D,Jackie Cilley,False,42
Columbia,Coos,Governor,,D,Jackie Cilley,False,7
Concord,Merrimack,Governor,,D,Jackie Cilley,False,2022
Conway,Carroll,Governor,,D,Jackie Cilley,False,307
Cornish,Sullivan,Governor,,D,Jackie Cilley,False,104
Crawford's Purchase,Coos,Governor,,D,Jackie Cilley,False,0
Croydon,Sullivan,Governor,,D,Jackie Cilley,False,10
Cutt's Grant,Coos,Governor,,D,Jackie Cilley,False,0
Dalton,Coos,Governor,,D,Jackie Cilley,False,14
Danbury,Merrimack,Governor,,D,Jackie Cilley,False,43
Danville,Rockingham,Governor,,D,Jackie Cilley,False,40
Deerfield,Rockingham,Governor,,D,Jackie Cilley,False,176
Deering,Hillsborough,Governor,,D,Jackie Cilley,False,72
Derry,Rockingham,Governor,,D,Jackie Cilley,False,224
Dix's Grant,Coos,Governor,,D,Jackie Cilley,False,0
Dixville,Coos,Governor,,D,Jackie Cilley,False,1
Dorchester,Grafton,Governor,,D,Jackie Cilley,False,9
Dover,Strafford,Governor,,D,Jackie Cilley,False,917
Dublin,Cheshire,Governor,,D,Jackie Cilley,False,100
Dummer,Coos,Governor,,D,Jackie Cilley,False,12
Dunbarton,Merrimack,Governor,,D,Jackie Cilley,False,91
Durham,Strafford,Governor,,D,Jackie Cilley,False,545
East Kingston,Rockingham,Governor,,D,Jackie Cilley,False,17
Easton,Grafton,Governor,,D,Jackie Cilley,False,22
Eaton,Carroll,Governor,,D,Jackie Cilley,False,39
Effingham,Carroll,Governor,,D,Jackie Cilley,False,40
Ellsworth,Grafton,Governor,,D,Jackie Cilley,False,3
Enfield,Grafton,Governor,,D,Jackie Cilley,False,160
Epping,Rockingham,Governor,,D,Jackie Cilley,False,110
Epsom,Merrimack,Governor,,D,Jackie Cilley,False,126
Errol,Coos,Governor,,D,Jackie Cilley,False,19
Erving's Location,Coos,Governor,,D,Jackie Cilley,False,0
Exeter,Rockingham,Governor,,D,Jackie Cilley,False,284
Farmington,Strafford,Governor,,D,Jackie Cilley,False,142
Fitzwilliam,Cheshire,Governor,,D,Jackie Cilley,False,86
Francestown,Hillsborough,Governor,,D,Jackie Cilley,False,83
Franconia,Grafton,Governor,,D,Jackie Cilley,False,57
Franklin,Merrimack,Governor,,D,Jackie Cilley,False,215
Freedom,Carroll,Governor,,D,Jackie Cilley,False,59
Fremont,Rockingham,Governor,,D,Jackie Cilley,False,39
Gilford,Belknap,Governor,,D,Jackie Cilley,False,198
Gilmanton,Belknap,Governor,,D,Jackie Cilley,False,130
Gilsum,Cheshire,Governor,,D,Jackie Cilley,False,27
Goffstown,Hillsborough,Governor,,D,Jackie Cilley,False,255
Gorham,Coos,Governor,,D,Jackie Cilley,False,165
Goshen,Sullivan,Governor,,D,Jackie Cilley,False,19
Grafton,Grafton,Governor,,D,Jackie Cilley,False,48
Grantham,Sullivan,Governor,,D,Jackie Cilley,False,190
Green's Grant,Coos,Governor,,D,Jackie Cilley,False,0
Greenfield,Hillsborough,Governor,,D,Jackie Cilley,False,68
Greenland,Rockingham,Governor,,D,Jackie Cilley,False,96
Greenville,Hillsborough,Governor,,D,Jackie Cilley,False,33
Groton,Grafton,Governor,,D,Jackie Cilley,False,21
Hadley's Purchase,Coos,Governor,,D,Jackie Cilley,False,0
Hale's Location,Carroll,Governor,,D,Jackie Cilley,False,2
Hampstead,Rockingham,Governor,,D,Jackie Cilley,False,81
Hampton,Rockingham,Governor,,D,Jackie Cilley,False,323
Hampton Falls,Rockingham,Governor,,D,Jackie Cilley,False,15
Hancock,Hillsborough,Governor,,D,Jackie Cilley,False,182
Hanover,Grafton,Governor,,D,Jackie Cilley,False,613
Harrisville,Cheshire,Governor,,D,Jackie Cilley,False,165
Hart's Location,Carroll,Governor,,D,Jackie Cilley,False,8
Haverhill,Grafton,Governor,,D,Jackie Cilley,False,68
Hebron,Grafton,Governor,,D,Jackie Cilley,False,28
Henniker,Merrimack,Governor,,D,Jackie Cilley,False,205
Hill,Merrimack,Governor,,D,Jackie Cilley,False,34
Hillsborough,Hillsborough,Governor,,D,Jackie Cilley,False,127
Hinsdale,Cheshire,Governor,,D,Jackie Cilley,False,75
Holderness,Grafton,Governor,,D,Jackie Cilley,False,118
Hollis,Hillsborough,Governor,,D,Jackie Cilley,False,139
Hooksett,Merrimack,Governor,,D,Jackie Cilley,False,165
Hopkinton,Merrimack,Governor,,D,Jackie Cilley,False,433
Hudson,Hillsborough,Governor,,D,Jackie Cilley,False,206
Jackson,Carroll,Governor,,D,Jackie Cilley,False,81
Jaffrey,Cheshire,Governor,,D,Jackie Cilley,False,197
Jefferson,Coos,Governor,,D,Jackie Cilley,False,29
Keene,Cheshire,Governor,,D,Jackie Cilley,False,1180
Kensington,Rockingham,Governor,,D,Jackie Cilley,False,35
Kilkenny,Coos,Governor,,D,Jackie Cilley,False,0
Kingston,Rockingham,Governor,,D,Jackie Cilley,False,42
Laconia,Belknap,Governor,,D,Jackie Cilley,False,376
Lancaster,Coos,Governor,,D,Jackie Cilley,False,74
Landaff,Grafton,Governor,,D,Jackie Cilley,False,17
Langdon,Sullivan,Governor,,D,Jackie Cilley,False,19
Lebanon,Grafton,Governor,,D,Jackie Cilley,False,554
Lee,Strafford,Governor,,D,Jackie Cilley,False,229
Lempster,Sullivan,Governor,,D,Jackie Cilley,False,28
Lincoln,Grafton,Governor,,D,Jackie Cilley,False,16
Lisbon,Grafton,Governor,,D,Jackie Cilley,False,17
Litchfield,Hillsborough,Governor,,D,Jackie Cilley,False,72
Littleton,Grafton,Governor,,D,Jackie Cilley,False,94
Livermore,Grafton,Governor,,D,Jackie Cilley,False,0
Londonderry,Rockingham,Governor,,D,Jackie Cilley,False,209
Loudon,Merrimack,Governor,,D,Jackie Cilley,False,149
Low & Burbank's Grant,Coos,Governor,,D,Jackie Cilley,False,0
Lyman,Grafton,Governor,,D,Jackie Cilley,False,12
Lyme,Grafton,Governor,,D,Jackie Cilley,False,162
Lyndeborough,Hillsborough,Governor,,D,Jackie Cilley,False,33
Madbury,Strafford,Governor,,D,Jackie Cilley,False,116
Madison,Carroll,Governor,,D,Jackie Cilley,False,83
Manchester,Hillsborough,Governor,,D,Jackie Cilley,False,1667
Marlborough,Cheshire,Governor,,D,Jackie Cilley,False,141
Marlow,Cheshire,Governor,,D,Jackie Cilley,False,43
Martin's Location,Coos,Governor,,D,Jackie Cilley,False,0
Mason,Hillsborough,Governor,,D,Jackie Cilley,False,26
Meredith,Belknap,Governor,,D,Jackie Cilley,False,193
Merrimack,Hillsborough,Governor,,D,Jackie Cilley,False,240
Middleton,Strafford,Governor,,D,Jackie Cilley,False,47
Milan,Coos,Governor,,D,Jackie Cilley,False,67
Milford,Hillsborough,Governor,,D,Jackie Cilley,False,205
Millsfield,Coos,Governor,,D,Jackie Cilley,False,2
Milton,Strafford,Governor,,D,Jackie Cilley,False,112
Monroe,Grafton,Governor,,D,Jackie Cilley,False,13
Mont Vernon,Hillsborough,Governor,,D,Jackie Cilley,False,48
Moultonborough,Carroll,Governor,,D,Jackie Cilley,False,85
Nashua,Hillsborough,Governor,,D,Jackie Cilley,False,915
Nelson,Cheshire,Governor,,D,Jackie Cilley,False,78
New Boston,Hillsborough,Governor,,D,Jackie Cilley,False,112
New Castle,Rockingham,Governor,,D,Jackie Cilley,False,94
New Durham,Strafford,Governor,,D,Jackie Cilley,False,57
New Hampton,Belknap,Governor,,D,Jackie Cilley,False,77
New Ipswich,Hillsborough,Governor,,D,Jackie Cilley,False,59
New London,Merrimack,Governor,,D,Jackie Cilley,False,220
Newbury,Merrimack,Governor,,D,Jackie Cilley,False,66
Newfields,Rockingham,Governor,,D,Jackie Cilley,False,44
Newington,Rockingham,Governor,,D,Jackie Cilley,False,39
Newmarket,Rockingham,Governor,,D,Jackie Cilley,False,257
Newport,Sullivan,Governor,,D,Jackie Cilley,False,130
Newton,Rockingham,Governor,,D,Jackie Cilley,False,28
North Hampton,Rockingham,Governor,,D,Jackie Cilley,False,133
Northfield,Merrimack,Governor,,D,Jackie Cilley,False,126
Northumberland,Coos,Governor,,D,Jackie Cilley,False,54
Northwood,Rockingham,Governor,,D,Jackie Cilley,False,165
Nottingham,Rockingham,Governor,,D,Jackie Cilley,False,184
Odell,Coos,Governor,,D,Jackie Cilley,False,0
Orange,Grafton,Governor,,D,Jackie Cilley,False,12
Orford,Grafton,Governor,,D,Jackie Cilley,False,72
Ossipee,Carroll,Governor,,D,Jackie Cilley,False,88
Pelham,Hillsborough,Governor,,D,Jackie Cilley,False,93
Pembroke,Merrimack,Governor,,D,Jackie Cilley,False,214
Peterborough,Hillsborough,Governor,,D,Jackie Cilley,False,426
Piermont,Grafton,Governor,,D,Jackie Cilley,False,39
Pinkham's Grant,Coos,Governor,,D,Jackie Cilley,False,0
Pittsburg,Coos,Governor,,D,Jackie Cilley,False,16
Pittsfield,Merrimack,Governor,,D,Jackie Cilley,False,77
Plainfield,Sullivan,Governor,,D,Jackie Cilley,False,189
Plaistow,Rockingham,Governor,,D,Jackie Cilley,False,55
Plymouth,Grafton,Governor,,D,Jackie Cilley,False,174
Portsmouth,Rockingham,Governor,,D,Jackie Cilley,False,947
Randolph,Coos,Governor,,D,Jackie Cilley,False,43
Raymond,Rockingham,Governor,,D,Jackie Cilley,False,98
Richmond,Cheshire,Governor,,D,Jackie Cilley,False,79
Rindge,Cheshire,Governor,,D,Jackie Cilley,False,99
Rochester,Strafford,Governor,,D,Jackie Cilley,False,918
Rollinsford,Strafford,Governor,,D,Jackie Cilley,False,135
Roxbury,Cheshire,Governor,,D,Jackie Cilley,False,13
Rumney,Grafton,Governor,,D,Jackie Cilley,False,62
Rye,Rockingham,Governor,,D,Jackie Cilley,False,151
Salem,Rockingham,Governor,,D,Jackie Cilley,False,261
Salisbury,Merrimack,Governor,,D,Jackie Cilley,False,55
Sanbornton,Belknap,Governor,,D,Jackie Cilley,False,138
Sandown,Rockingham,Governor,,D,Jackie Cilley,False,41
Sandwich,Carroll,Governor,,D,Jackie Cilley,False,94
Sargent's Purchase,Coos,Governor,,D,Jackie Cilley,False,0
Seabrook,Rockingham,Governor,,D,Jackie Cilley,False,29
Second College Grant,Coos,Governor,,D,Jackie Cilley,False,0
Sharon,Hillsborough,Governor,,D,Jackie Cilley,False,31
Shelburne,Coos,Governor,,D,Jackie Cilley,False,28
Somersworth,Strafford,Governor,,D,Jackie Cilley,False,398
South Hampton,Rockingham,Governor,,D,Jackie Cilley,False,7
Springfield,Sullivan,Governor,,D,Jackie Cilley,False,41
Stark,Coos,Governor,,D,Jackie Cilley,False,13
Stewartstown,Coos,Governor,,D,Jackie Cilley,False,4
Stoddard,Cheshire,Governor,,D,Jackie Cilley,False,60
Strafford,Strafford,Governor,,D,Jackie Cilley,False,166
Stratford,Coos,Governor,,D,Jackie Cilley,False,15
Stratham,Rockingham,Governor,,D,Jackie Cilley,False,118
Success,Coos,Governor,,D,Jackie Cilley,False,0
Sugar Hill,Grafton,Governor,,D,Jackie Cilley,False,40
Sullivan,Cheshire,Governor,,D,Jackie Cilley,False,37
Sunapee,Sullivan,Governor,,D,Jackie Cilley,False,118
Surry,Cheshire,Governor,,D,Jackie Cilley,False,48
Sutton,Merrimack,Governor,,D,Jackie Cilley,False,73
Swanzey,Cheshire,Governor,,D,Jackie Cilley,False,225
Tamworth,Carroll,Governor,,D,Jackie Cilley,False,155
Temple,Hillsborough,Governor,,D,Jackie Cilley,False,76
Thompson & Meserve's Pur.,Coos,Governor,,D,Jackie Cilley,False,0
Thornton,Grafton,Governor,,D,Jackie Cilley,False,57
Tilton,Belknap,Governor,,D,Jackie Cilley,False,126
Troy,Cheshire,Governor,,D,Jackie Cilley,False,47
Tuftonboro,Carroll,Governor,,D,Jackie Cilley,False,57
Unity,Sullivan,Governor,,D,Jackie Cilley,False,47
Wakefield,Carroll,Governor,,D,Jackie Cilley,False,64
Walpole,Cheshire,Governor,,D,Jackie Cilley,False,194
Warner,Merrimack,Governor,,D,Jackie Cilley,False,175
Warren,Grafton,Governor,,D,Jackie Cilley,False,29
Washington,Sullivan,Governor,,D,Jackie Cilley,False,33
Waterville Valley,Grafton,Governor,,D,Jackie Cilley,False,13
Weare,Hillsborough,Governor,,D,Jackie Cilley,False,177
Webster,Merrimack,Governor,,D,Jackie Cilley,False,101
Wentworth,Grafton,Governor,,D,Jackie Cilley,False,20
Wentworth's Location,Coos,Governor,,D,Jackie Cilley,False,1
Westmoreland,Cheshire,Governor,,D,Jackie Cilley,False,124
Whitefield,Coos,Governor,,D,Jackie Cilley,False,52
Wilmot,Merrimack,Governor,,D,Jackie Cilley,False,72
Wilton,Hillsborough,Governor,,D,Jackie Cilley,False,95
Winchester,Cheshire,Governor,,D,Jackie Cilley,False,131
Windham,Rockingham,Governor,,D,Jackie Cilley,False,102
Windsor,Hillsborough,Governor,,D,Jackie Cilley,False,10
Wolfeboro,Carroll,Governor,,D,Jackie Cilley,False,169
Woodstock,Grafton,Governor,,D,Jackie Cilley,False,32
Acworth,Sullivan,Governor,,D,Maggie Hassan,True,37
Albany,Carroll,Governor,,D,Maggie Hassan,True,25
Alexandria,Grafton,Governor,,D,Maggie Hassan,True,58
Allenstown,Merrimack,Governor,,D,Maggie Hassan,True,131
Alstead,Cheshire,Governor,,D,Maggie Hassan,True,55
Alton,Belknap,Governor,,D,Maggie Hassan,True,129
Amherst,Hillsborough,Governor,,D,Maggie Hassan,True,487
Andover,Merrimack,Governor,,D,Maggie Hassan,True,98
Antrim,Hillsborough,Governor,,D,Maggie Hassan,True,87
Ashland,Grafton,Governor,,D,Maggie Hassan,True,92
At. & Gil. Academy Grant,Coos,Governor,,D,Maggie Hassan,True,0
Atkinson,Rockingham,Governor,,D,Maggie Hassan,True,271
Auburn,Rockingham,Governor,,D,Maggie Hassan,True,210
Barnstead,Belknap,Governor,,D,Maggie Hassan,True,134
Barrington,Strafford,Governor,,D,Maggie Hassan,True,238
Bartlett,Carroll,Governor,,D,Maggie Hassan,True,118
Bath,Grafton,Governor,,D,Maggie Hassan,True,15
Bean's Grant,Coos,Governor,,D,Maggie Hassan,True,0
Bean's Purchase,Coos,Governor,,D,Maggie Hassan,True,0
Bedford,Hillsborough,Governor,,D,Maggie Hassan,True,720
Belmont,Belknap,Governor,,D,Maggie Hassan,True,152
Bennington,Hillsborough,Governor,,D,Maggie Hassan,True,60
Benton,Grafton,Governor,,D,Maggie Hassan,True,9
Berlin,Coos,Governor,,D,Maggie Hassan,True,359
Bethlehem,Grafton,Governor,,D,Maggie Hassan,True,70
Boscawen,Merrimack,Governor,,D,Maggie Hassan,True,100
Bow,Merrimack,Governor,,D,Maggie Hassan,True,371
Bradford,Merrimack,Governor,,D,Maggie Hassan,True,88
Brentwood,Rockingham,Governor,,D,Maggie Hassan,True,212
Bridgewater,Grafton,Governor,,D,Maggie Hassan,True,60
Bristol,Grafton,Governor,,D,Maggie Hassan,True,105
Brookfield,Carroll,Governor,,D,Maggie Hassan,True,34
Brookline,Hillsborough,Governor,,D,Maggie Hassan,True,171
Cambridge,Coos,Governor,,D,Maggie Hassan,True,0
Campton,Grafton,Governor,,D,Maggie Hassan,True,112
Canaan,Grafton,Governor,,D,Maggie Hassan,True,106
Candia,Rockingham,Governor,,D,Maggie Hassan,True,148
Canterbury,Merrimack,Governor,,D,Maggie Hassan,True,154
Carroll,Coos,Governor,,D,Maggie Hassan,True,49
Center Harbor,Belknap,Governor,,D,Maggie Hassan,True,33
Chandler's Purchase,Coos,Governor,,D,Maggie Hassan,True,0
Charlestown,Sullivan,Governor,,D,Maggie Hassan,True,104
Chatham,Carroll,Governor,,D,Maggie Hassan,True,8
Chester,Rockingham,Governor,,D,Maggie Hassan,True,145
Chesterfield,Cheshire,Governor,,D,Maggie Hassan,True,106
Chichester,Merrimack,Governor,,D,Maggie Hassan,True,108
Claremont,Sullivan,Governor,,D,Maggie Hassan,True,247
Clarksville,Coos,Governor,,D,Maggie Hassan,True,8
Colebrook,Coos,Governor,,D,Maggie Hassan,True,59
Columbia,Coos,Governor,,D,Maggie Hassan,True,11
Concord,Merrimack,Governor,,D,Maggie Hassan,True,2209
Conway,Carroll,Governor,,D,Maggie Hassan,True,251
Cornish,Sullivan,Governor,,D,Maggie Hassan,True,72
Crawford's Purchase,Coos,Governor,,D,Maggie Hassan,True,0
Croydon,Sullivan,Governor,,D,Maggie Hassan,True,18
Cutt's Grant,Coos,Governor,,D,Maggie Hassan,True,0
Dalton,Coos,Governor,,D,Maggie Hassan,True,26
Danbury,Merrimack,Governor,,D,Maggie Hassan,True,28
Danville,Rockingham,Governor,,D,Maggie Hassan,True,122
Deerfield,Rockingham,Governor,,D,Maggie Hassan,True,110
Deering,Hillsborough,Governor,,D,Maggie Hassan,True,48
Derry,Rockingham,Governor,,D,Maggie Hassan,True,693
Dix's Grant,Coos,Governor,,D,Maggie Hassan,True,0
Dixville,Coos,Governor,,D,Maggie Hassan,True,0
Dorchester,Grafton,Governor,,D,Maggie Hassan,True,5
Dover,Strafford,Governor,,D,Maggie Hassan,True,994
Dublin,Cheshire,Governor,,D,Maggie Hassan,True,103
Dummer,Coos,Governor,,D,Maggie Hassan,True,8
Dunbarton,Merrimack,Governor,,D,Maggie Hassan,True,115
Durham,Strafford,Governor,,D,Maggie Hassan,True,550
East Kingston,Rockingham,Governor,,D,Maggie Hassan,True,104
Easton,Grafton,Governor,,D,Maggie Hassan,True,17
Eaton,Carroll,Governor,,D,Maggie Hassan,True,16
Effingham,Carroll,Governor,,D,Maggie Hassan,True,52
Ellsworth,Grafton,Governor,,D,Maggie Hassan,True,4
Enfield,Grafton,Governor,,D,Maggie Hassan,True,130
Epping,Rockingham,Governor,,D,Maggie Hassan,True,182
Epsom,Merrimack,Governor,,D,Maggie Hassan,True,117
Errol,Coos,Governor,,D,Maggie Hassan,True,11
Erving's Location,Coos,Governor,,D,Maggie Hassan,True,0
Exeter,Rockingham,Governor,,D,Maggie Hassan,True,1455
Farmington,Strafford,Governor,,D,Maggie Hassan,True,135
Fitzwilliam,Cheshire,Governor,,D,Maggie Hassan,True,80
Francestown,Hillsborough,Governor,,D,Maggie Hassan,True,84
Franconia,Grafton,Governor,,D,Maggie Hassan,True,83
Franklin,Merrimack,Governor,,D,Maggie Hassan,True,191
Freedom,Carroll,Governor,,D,Maggie Hassan,True,61
Fremont,Rockingham,Governor,,D,Maggie Hassan,True,135
Gilford,Belknap,Governor,,D,Maggie Hassan,True,361
Gilmanton,Belknap,Governor,,D,Maggie Hassan,True,137
Gilsum,Cheshire,Governor,,D,Maggie Hassan,True,23
Goffstown,Hillsborough,Governor,,D,Maggie Hassan,True,605
Gorham,Coos,Governor,,D,Maggie Hassan,True,120
Goshen,Sullivan,Governor,,D,Maggie Hassan,True,26
Grafton,Grafton,Governor,,D,Maggie Hassan,True,64
Grantham,Sullivan,Governor,,D,Maggie Hassan,True,148
Green's Grant,Coos,Governor,,D,Maggie Hassan,True,0
Greenfield,Hillsborough,Governor,,D,Maggie Hassan,True,62
Greenland,Rockingham,Governor,,D,Maggie Hassan,True,163
Greenville,Hillsborough,Governor,,D,Maggie Hassan,True,44
Groton,Grafton,Governor,,D,Maggie Hassan,True,15
Hadley's Purchase,Coos,Governor,,D,Maggie Hassan,True,0
Hale's Location,Carroll,Governor,,D,Maggie Hassan,True,6
Hampstead,Rockingham,Governor,,D,Maggie Hassan,True,251
Hampton,Rockingham,Governor,,D,Maggie Hassan,True,710
Hampton Falls,Rockingham,Governor,,D,Maggie Hassan,True,106
Hancock,Hillsborough,Governor,,D,Maggie Hassan,True,115
Hanover,Grafton,Governor,,D,Maggie Hassan,True,553
Harrisville,Cheshire,Governor,,D,Maggie Hassan,True,58
Hart's Location,Carroll,Governor,,D,Maggie Hassan,True,3
Haverhill,Grafton,Governor,,D,Maggie Hassan,True,35
Hebron,Grafton,Governor,,D,Maggie Hassan,True,25
Henniker,Merrimack,Governor,,D,Maggie Hassan,True,194
Hill,Merrimack,Governor,,D,Maggie Hassan,True,21
Hillsborough,Hillsborough,Governor,,D,Maggie Hassan,True,136
Hinsdale,Cheshire,Governor,,D,Maggie Hassan,True,83
Holderness,Grafton,Governor,,D,Maggie Hassan,True,93
Hollis,Hillsborough,Governor,,D,Maggie Hassan,True,343
Hooksett,Merrimack,Governor,,D,Maggie Hassan,True,420
Hopkinton,Merrimack,Governor,,D,Maggie Hassan,True,421
Hudson,Hillsborough,Governor,,D,Maggie Hassan,True,293
Jackson,Carroll,Governor,,D,Maggie Hassan,True,68
Jaffrey,Cheshire,Governor,,D,Maggie Hassan,True,155
Jefferson,Coos,Governor,,D,Maggie Hassan,True,31
Keene,Cheshire,Governor,,D,Maggie Hassan,True,607
Kensington,Rockingham,Governor,,D,Maggie Hassan,True,152
Kilkenny,Coos,Governor,,D,Maggie Hassan,True,0
Kingston,Rockingham,Governor,,D,Maggie Hassan,True,220
Laconia,Belknap,Governor,,D,Maggie Hassan,True,455
Lancaster,Coos,Governor,,D,Maggie Hassan,True,99
Landaff,Grafton,Governor,,D,Maggie Hassan,True,5
Langdon,Sullivan,Governor,,D,Maggie Hassan,True,21
Lebanon,Grafton,Governor,,D,Maggie Hassan,True,348
Lee,Strafford,Governor,,D,Maggie Hassan,True,267
Lempster,Sullivan,Governor,,D,Maggie Hassan,True,30
Lincoln,Grafton,Governor,,D,Maggie Hassan,True,52
Lisbon,Grafton,Governor,,D,Maggie Hassan,True,30
Litchfield,Hillsborough,Governor,,D,Maggie Hassan,True,231
Littleton,Grafton,Governor,,D,Maggie Hassan,True,158
Livermore,Grafton,Governor,,D,Maggie Hassan,True,0
Londonderry,Rockingham,Governor,,D,Maggie Hassan,True,765
Loudon,Merrimack,Governor,,D,Maggie Hassan,True,124
Low & Burbank's Grant,Coos,Governor,,D,Maggie Hassan,True,0
Lyman,Grafton,Governor,,D,Maggie Hassan,True,21
Lyme,Grafton,Governor,,D,Maggie Hassan,True,121
Lyndeborough,Hillsborough,Governor,,D,Maggie Hassan,True,78
Madbury,Strafford,Governor,,D,Maggie Hassan,True,89
Madison,Carroll,Governor,,D,Maggie Hassan,True,112
Manchester,Hillsborough,Governor,,D,Maggie Hassan,True,3968
Marlborough,Cheshire,Governor,,D,Maggie Hassan,True,71
Marlow,Cheshire,Governor,,D,Maggie Hassan,True,23
Martin's Location,Coos,Governor,,D,Maggie Hassan,True,0
Mason,Hillsborough,Governor,,D,Maggie Hassan,True,33
Meredith,Belknap,Governor,,D,Maggie Hassan,True,221
Merrimack,Hillsborough,Governor,,D,Maggie Hassan,True,767
Middleton,Strafford,Governor,,D,Maggie Hassan,True,35
Milan,Coos,Governor,,D,Maggie Hassan,True,37
Milford,Hillsborough,Governor,,D,Maggie Hassan,True,424
Millsfield,Coos,Governor,,D,Maggie Hassan,True,0
Milton,Strafford,Governor,,D,Maggie Hassan,True,113
Monroe,Grafton,Governor,,D,Maggie Hassan,True,22
Mont Vernon,Hillsborough,Governor,,D,Maggie Hassan,True,132
Moultonborough,Carroll,Governor,,D,Maggie Hassan,True,195
Nashua,Hillsborough,Governor,,D,Maggie Hassan,True,2592
Nelson,Cheshire,Governor,,D,Maggie Hassan,True,30
New Boston,Hillsborough,Governor,,D,Maggie Hassan,True,257
New Castle,Rockingham,Governor,,D,Maggie Hassan,True,99
New Durham,Strafford,Governor,,D,Maggie Hassan,True,89
New Hampton,Belknap,Governor,,D,Maggie Hassan,True,84
New Ipswich,Hillsborough,Governor,,D,Maggie Hassan,True,96
New London,Merrimack,Governor,,D,Maggie Hassan,True,289
Newbury,Merrimack,Governor,,D,Maggie Hassan,True,111
Newfields,Rockingham,Governor,,D,Maggie Hassan,True,122
Newington,Rockingham,Governor,,D,Maggie Hassan,True,45
Newmarket,Rockingham,Governor,,D,Maggie Hassan,True,555
Newport,Sullivan,Governor,,D,Maggie Hassan,True,139
Newton,Rockingham,Governor,,D,Maggie Hassan,True,126
North Hampton,Rockingham,Governor,,D,Maggie Hassan,True,240
Northfield,Merrimack,Governor,,D,Maggie Hassan,True,108
Northumberland,Coos,Governor,,D,Maggie Hassan,True,76
Northwood,Rockingham,Governor,,D,Maggie Hassan,True,109
Nottingham,Rockingham,Governor,,D,Maggie Hassan,True,105
Odell,Coos,Governor,,D,Maggie Hassan,True,0
Orange,Grafton,Governor,,D,Maggie Hassan,True,20
Orford,Grafton,Governor,,D,Maggie Hassan,True,33
Ossipee,Carroll,Governor,,D,Maggie Hassan,True,105
Pelham,Hillsborough,Governor,,D,Maggie Hassan,True,183
Pembroke,Merrimack,Governor,,D,Maggie Hassan,True,231
Peterborough,Hillsborough,Governor,,D,Maggie Hassan,True,330
Piermont,Grafton,Governor,,D,Maggie Hassan,True,17
